Temperature (C),Humidity (%),Sunlight Hours,Voltage (V),Electricity Generated (kWh)
29.82349837,38.88197261,8.556094955,36.50828875,0.078092096
29.5021552,69.16791048,11.01284223,37.6780363,0.103735567
17.28717093,66.12312646,11.42573437,38.74109267,0.110661358
36.93652157,89.23877234,8.230441745,26.81871761,0.055182473
21.64000106,38.55331012,10.03042787,25.94153916,0.065051184
18.23787303,67.04416519,7.514426179,24.68124985,0.046366358
37.218702,23.64166285,9.968657253,36.60233823,0.091219041
38.89128746,27.95522271,5.6384122,33.59103725,0.047350029
36.55319043,20.27428625,6.968517878,24.72343965,0.043071433
35.23790187,89.96224767,9.073823991,27.53987658,0.062472998
31.38104952,76.1591588,4.145263725,30.13423528,0.031228588
28.77143427,75.07061103,9.779690483,30.56280115,0.074723684
17.174669,55.68082527,10.68428401,37.77455457,0.100898517
25.21133033,41.0046958,7.193133289,27.61132266,0.049652981
24.31721293,30.58849991,7.583539337,38.17048061,0.072366835
21.49384459,39.92723172,10.8102577,28.82735121,0.077907774
33.08550284,46.31798554,10.20523708,34.9274535,0.089110736
27.39689338,72.94170679,6.305195912,38.6050864,0.060853158
17.0261554,57.77632522,6.591808852,38.15151408,0.062871872
20.50458005,25.42385386,9.431025859,21.13905735,0.049840749
32.08146909,21.26203063,8.50558474,24.1140859,0.0512761
16.90327149,27.16325257,5.297836569,29.53810851,0.039122018
36.28017285,48.73490996,6.479439274,28.6310858,0.046378345
27.37866318,85.32350419,11.19986622,32.8178333,0.091888836
27.01466443,64.61817368,9.505395494,38.89418102,0.092426143
29.81019462,76.12781299,11.88779454,22.24809423,0.066120193
35.61702415,52.64622162,10.13610024,29.0371733,0.073580925
23.6952302,45.31662582,11.53579546,23.84822076,0.068777049
31.95040381,27.58802609,5.729508591,37.88215197,0.054261529
29.1432991,81.31531155,10.171879,39.29160372,0.09991736
21.67570675,74.82120203,4.161740161,29.57403364,0.030769861
36.96574966,31.76826683,9.366080174,22.08020595,0.051701245
34.93565054,55.85823947,7.754258225,35.70589333,0.069218179
31.46129587,54.11623655,6.774080575,33.94282701,0.057482861
36.26454323,63.75640869,10.89923482,27.09341653,0.073824377
36.68235502,86.23308258,10.83414154,37.74814948,0.102242199
32.70907442,60.58400092,4.178413639,39.5166378,0.041279215
35.92533321,57.81520867,8.87604098,31.15707698,0.069137873
32.43678654,23.52260531,6.942657795,31.31455823,0.054351565
32.00351929,24.40352332,7.325288012,25.9502701,0.047523301
30.46528446,33.11427539,10.65632591,31.69012072,0.084425064
33.81791599,22.27295402,6.478718172,28.79284641,0.046635184
18.96512763,72.03470269,11.54439049,26.04382054,0.075165009
37.02176898,70.63312128,5.437070611,21.34370393,0.029011806
36.79608819,29.52393641,9.301779387,25.05415719,0.058262061
15.73118208,78.52552306,9.376840536,23.95709299,0.05616046
35.64541876,30.83502244,6.017561291,30.84083969,0.046396661
18.22174669,41.08229109,6.598004872,32.03340044,0.052839133
23.37797136,37.42838294,10.67838794,32.17143449,0.085884765
33.58770641,46.0614969,10.09444204,27.76362002,0.070064563
19.0189974,37.82646361,6.632767043,28.42459467,0.047133429
35.4491756,54.22656485,8.271652375,36.68476859,0.075860913
35.80335445,48.51855169,4.49344237,29.52465627,0.033166835
27.68669334,89.05986435,5.669967059,39.75546664,0.056353047
15.15964679,23.91484451,7.886564471,28.7923446,0.05676817
22.17595333,29.95269635,4.687789882,32.99161889,0.038664444
30.42317296,23.69781257,10.74665884,21.00725998,0.056439464
39.52965445,63.80888365,9.744049681,33.06679849,0.080551132
30.79533818,23.81564942,11.54906937,37.02852789,0.106911259
21.49508953,78.55078162,9.547735248,38.84915677,0.092730366
30.85014258,55.83570415,11.52321098,39.94641223,0.115077734
28.49963449,56.89053372,8.436100446,25.64357291,0.054082939
34.49613488,59.31161554,8.801748888,31.5074013,0.069330059
17.67451597,31.95695944,11.81576844,29.01435971,0.085706739
34.02569756,33.83832122,9.137033175,31.27634961,0.071443261
28.53166447,42.3172126,4.246292551,23.14905914,0.024574419
39.0748001,61.54474911,9.790422213,37.12299145,0.09086244
23.54680415,34.70824432,11.24374954,38.19137887,0.107353575
30.81554733,28.1432209,10.364642,28.99323326,0.075126121
38.30070264,87.90818205,8.670666181,25.60859723,0.055510899
17.5627432,21.53872704,9.370428105,22.81666855,0.053450488
38.43071218,76.18881837,11.92153431,33.6752965,0.100365301
32.19714306,75.16246047,4.725296708,26.24463679,0.031003424
16.69592648,40.80498797,9.337958629,38.1907714,0.089155961
22.52408917,29.49386312,6.267181557,33.4202495,0.052362693
32.70430222,30.19400527,9.120723173,32.9137065,0.075049201
16.68376504,68.82021321,8.860988607,31.18804232,0.069089222
29.5542615,64.99646138,5.227654657,20.91552679,0.027334788
23.64707642,74.7921972,5.653973166,38.63844871,0.054615188
30.52288794,85.62368207,8.973036624,32.55874987,0.073037714
16.14355085,68.43491543,5.025839578,39.88123967,0.050109178
36.78842015,30.90960756,6.121447001,30.7471281,0.047054229
39.33722423,37.04098317,10.68196438,34.20221784,0.091336718
39.22194638,78.95356116,6.616732048,21.12419116,0.034943278
33.74129579,34.65142531,7.90448125,32.63472354,0.06449014
18.252156,25.07656219,11.52912268,35.29299223,0.101724309
33.9565799,69.22960378,5.817192711,35.5702859,0.051729802
15.61467291,48.17684488,7.117008139,35.40223304,0.062989495
15.55308879,84.40280368,8.851662204,24.52565255,0.054273198
23.09025548,65.51785498,10.04271144,39.50796955,0.099191784
27.21607976,26.32932845,11.21322709,39.90364241,0.111862151
34.26018545,86.34995971,11.3237839,21.5119175,0.060899076
32.08238442,38.09900845,10.21312059,38.72892846,0.098885804
26.14756766,43.60487433,5.826646693,25.78898389,0.037565824
21.84066666,48.15822896,4.19847464,33.78568164,0.035462082
39.9281125,23.58570075,7.070191443,26.76221841,0.047303502
25.65453256,54.75607956,5.132390808,39.35508647,0.050496421
26.28467561,28.63229438,9.68310118,22.03007717,0.053329867
19.09059553,48.06792287,9.289044695,29.95493634,0.069563186
34.87023872,44.54968516,4.351773133,28.56095584,0.0310727
32.34205564,74.09880584,10.69275023,26.52046905,0.070894188
20.51924032,76.22193581,5.98994613,32.91067982,0.0492833
17.05952614,30.73890177,7.457816604,22.62111487,0.042176032
32.01248255,45.65858312,9.343469884,34.33324836,0.080197918
31.36278036,46.13472127,7.435350295,39.61184248,0.073631981
21.83148817,30.59873108,7.530302422,36.09117429,0.067944364
38.77158906,75.89174535,4.525023963,37.20033506,0.042083102
18.77644729,69.50598298,7.211548394,27.19273486,0.049025431
25.80837003,33.32672504,10.11878315,26.49773213,0.067031201
38.590398,45.6705336,11.3214107,30.34096709,0.085875637
25.49318292,27.40635174,7.307977097,20.9145323,0.038210731
30.96314869,63.9744618,7.388686615,38.90716269,0.071868208
24.93985995,28.49603472,9.621016851,22.87570346,0.055021882
21.85538006,89.0153918,11.54217601,38.06026078,0.109824557
39.5994412,74.64774523,6.136487522,21.67164444,0.033246944
25.23335016,47.31669847,7.521153652,36.45249855,0.068541211
37.35248009,60.49947526,10.36778595,23.03925052,0.059716504
20.74886515,83.79392714,8.877548555,20.76263228,0.046080319
20.3276176,58.78694963,4.884690752,34.38978901,0.041995871
15.77835207,32.21489405,9.021861884,25.605306,0.057751884
31.29167063,46.50923489,5.493970277,34.28992306,0.047096955
24.21315859,79.02014055,8.081727473,31.10170501,0.062838876
36.60895625,65.09491112,8.232826141,22.1761478,0.045643092
26.83024767,65.5507069,11.0096269,38.64260147,0.106360156
39.2048357,80.677504,7.699954192,29.0462835,0.055913763
19.63813789,82.57811402,6.235539378,34.68894556,0.054076071
36.7155792,84.38548002,5.847730786,30.02041144,0.043887821
34.41492132,26.63944353,10.99401501,32.0872295,0.088191871
34.27304612,58.08882014,5.368086835,26.05547185,0.034967009
36.1195807,71.83566649,7.406948487,24.00720608,0.044455035
34.02559977,72.98487916,5.497384919,30.85140407,0.042400511
30.65550804,62.47013414,10.18643232,28.80437946,0.073353465
18.28112194,31.67511346,7.79498112,27.80226427,0.054179531
15.81315449,75.81943878,6.809149524,33.4513439,0.056943801
38.0211962,70.40779335,6.888797125,33.81013264,0.058227786
30.41625786,26.02950401,10.81771365,20.91840112,0.056572318
34.91343227,52.46668773,8.430191634,26.77488988,0.056429363
27.03805879,32.17841797,9.742942809,28.235291,0.068773706
17.93270472,43.6233932,11.17630813,21.93784322,0.061296024
18.12964481,21.26567645,11.21393341,24.71801733,0.06929655
32.13913218,48.02309079,6.628072435,21.03283594,0.03485179
25.75764737,58.49138448,11.61961011,39.92484197,0.115977774
20.01311817,63.3707815,4.199007056,34.73114406,0.03645908
27.28986367,66.44432416,7.014684488,21.74900313,0.038140599
16.60522343,78.54039192,11.16639086,20.4049876,0.056962517
29.54928505,35.08240351,6.197095039,34.385756,0.053272949
21.72483511,28.43372757,6.184651603,28.78384331,0.044504511
34.93897752,79.60760203,6.420978281,35.73593418,0.057364914
22.75904897,30.96289704,8.898507079,38.46952076,0.085580326
26.38050373,88.23320569,7.506662205,31.98600778,0.060027039
15.2905135,78.97767606,9.813878691,23.74216846,0.05825069
16.81117219,55.06136241,11.15928514,35.64388072,0.099440057
24.81233891,88.69949974,9.393595,39.11623486,0.091860517
26.99847087,26.81637104,5.635733762,31.60462574,0.044528814
30.0005137,41.21460328,11.46145522,33.63994895,0.096390692
22.29156447,64.67570905,6.115942987,26.7494939,0.040899595
32.37454715,44.50048079,5.199154363,27.63055389,0.035913879
36.50305993,84.98607864,4.719738231,34.69308996,0.040935576
34.49627472,24.59382617,8.507069925,38.55542197,0.081998418
15.99047063,58.45882824,4.9100997,32.57976774,0.039992477
27.01267368,61.36063872,5.110207073,35.79695817,0.045732467
17.62325446,65.69096866,6.400243845,23.43270035,0.037493749
21.0511254,37.89663563,6.253224077,24.23918181,0.037893259
39.66656483,45.51964993,8.833916083,30.64069374,0.067669329
18.56238857,79.05763708,10.53396224,23.53108384,0.061968887
27.47220384,33.64599383,10.09079725,32.6999014,0.082492019
30.45389336,77.8807493,6.099875638,25.83306371,0.039394619
32.56162426,59.3858796,5.962483984,35.83065237,0.053409923
28.99121709,73.35312578,11.72633224,36.16220693,0.106012513
15.24427119,69.95251564,4.065889933,29.27574912,0.029757993
23.16153271,34.52580468,11.03776426,23.6162127,0.065167547
27.94279108,59.81689155,5.597828153,32.93549922,0.046091816
17.19666248,80.7406207,11.57827458,39.85574037,0.115365176
23.76567328,50.24813658,6.738458279,32.45181796,0.054668805
15.83007772,87.66135392,7.522814191,20.71549381,0.038959703
16.96446243,51.65505701,9.656964912,20.34587952,0.049119861
24.92308191,29.99499457,8.701352412,26.40723941,0.057444674
18.31789385,47.26042761,6.543514638,23.91567614,0.039123144
29.18852121,86.61916845,8.430647327,36.26102414,0.076425977
32.23662423,42.38045945,9.845655075,36.89611334,0.090816601
35.01466748,80.76687119,4.338679567,25.17237543,0.027303718
20.00375611,81.68754772,4.089594442,26.51289554,0.027106748
19.18706456,44.5130567,7.664535513,24.72493935,0.047376294
17.61419601,25.82803606,5.054692942,38.16765095,0.048231439
30.91075624,70.71905364,9.314754332,30.05298669,0.069984047
32.66189316,41.80586093,5.71241965,33.12274088,0.047302749
15.78965362,74.804653,7.462808854,28.30964173,0.052817361
38.40530616,50.98583938,5.581367495,32.62028387,0.045516448
16.29928209,53.96867196,8.387868686,27.71710753,0.058121865
28.53240838,74.45365847,4.928427675,26.79356875,0.033012541
32.72651299,46.76543317,4.184854822,32.68960146,0.034200309
36.77422809,51.01891417,4.409053105,31.82124156,0.035075386
32.8521733,46.33333281,11.63406753,25.87055908,0.075244958
35.04320208,45.71383607,5.138289749,22.98696901,0.029528427
23.48625481,56.81626038,9.667826025,27.37153388,0.066155807
35.37062784,76.61596112,4.543409634,28.30395278,0.032149113
17.00287116,45.32378183,4.865282818,32.57368667,0.03962005
37.3704164,56.69783044,8.071010011,38.29057527,0.077260904
28.6898094,66.95091278,7.718967441,20.72369595,0.039991384
35.43244425,38.86076124,11.61264248,24.87322025,0.072210953
26.30795711,39.42659634,11.55868362,23.87431885,0.068988925
31.08944238,85.33891889,10.23686914,30.04588817,0.076893956
28.16006652,70.64742013,8.816814641,28.59401614,0.063027035
33.28973804,60.40306734,7.639682539,34.58075248,0.066046493
17.04074955,65.34040381,6.849428275,24.84831825,0.042549193
16.5088021,22.05096102,11.57670038,31.88996731,0.092295149
21.17758085,63.26720759,8.823270491,37.67714527,0.083108911
18.988617,55.66562113,8.632580221,38.2135548,0.082470394
36.79458916,58.20247758,5.855208974,39.17569209,0.057345466
20.48034968,45.15966788,4.373582543,35.46522304,0.03877752
39.3966314,25.70317284,11.56150864,38.11975813,0.110180478
23.42239479,33.53374635,6.509882071,24.69061744,0.040183252
19.55294789,86.55212992,7.540712187,23.95161889,0.045153066
34.74246268,48.60896936,4.917119549,20.12976168,0.024745111
31.46769439,52.66782091,10.69539464,34.13688715,0.09127687
27.45489291,23.68968529,4.221054663,38.74934376,0.040890775
28.88408877,22.62963607,10.6719261,23.7387069,0.063334431
32.98004446,70.20270129,5.122280102,32.73887151,0.041924418
20.71136853,57.66662649,11.0925129,34.92919518,0.096863137
39.9083479,55.6094189,9.838181099,38.5522847,0.09482109
39.36982905,37.01871713,5.3173621,32.93720448,0.043784761
31.25814216,72.13255121,8.526543943,39.40587465,0.08399898
19.98856127,31.77656054,6.501250515,26.89346282,0.043710285
32.00570606,33.29543206,5.425864791,26.99857068,0.036622649
16.80496022,52.24985199,10.8734576,30.8602502,0.083889405
15.76631256,40.03959035,7.228182132,27.67003762,0.050001018
21.44207221,37.32240869,7.188349715,20.02851457,0.035992992
26.56557392,65.16663512,5.359093398,34.6354405,0.04640364
36.70681264,65.56802217,7.064525409,35.03434083,0.061875248
33.17922674,77.71619489,10.97293477,34.93949209,0.095847192
33.56766303,49.23959969,6.905029684,26.90041333,0.046437038
25.63733336,25.11595637,11.6128285,30.44578947,0.088390433
23.64837481,39.15664694,11.57047119,27.19947036,0.078677672
24.27596907,88.60038242,5.159189274,20.320728,0.02620962
39.69123909,61.73810027,5.418490028,31.24897883,0.04233057
16.00272979,69.68159594,10.90139256,22.47521332,0.061252781
36.6757874,20.51504807,7.142087351,21.60082648,0.038568747
29.46688521,56.27440125,4.034991858,35.10998137,0.035417122
25.96538548,22.62700603,6.190974558,20.19012405,0.031249136
33.13144151,59.84611485,8.781031946,39.18016887,0.086010579
27.16672354,84.45395947,10.39412773,30.30510728,0.078748789
36.83558095,87.78933914,5.067108937,39.66032861,0.050240801
37.5175466,57.83868728,4.884330915,21.15995145,0.025838051
25.54302317,52.07433637,11.37674123,31.67059098,0.09007703
21.92069493,86.1511966,10.00918694,26.98654072,0.067528333
29.80875821,67.15268824,8.718236806,36.86964986,0.080359585
37.80908364,24.54294957,10.15349432,27.2244547,0.069105837
20.26655473,52.60079044,7.43083489,25.20975158,0.046832375
30.57416459,36.81715129,10.06764598,37.15106254,0.093505936
30.7890055,52.8863025,6.97442393,27.49306183,0.047937067
33.32782556,51.88259004,5.95275658,20.3366664,0.030264806
18.28919213,60.7501362,9.83210737,27.80578202,0.068347359
32.89562412,44.97393432,7.357378337,33.09044538,0.060864732
37.72581302,31.49893146,11.85101683,25.08719078,0.07432718
19.49207772,55.26036042,6.795881458,28.63975185,0.04865809
20.93858312,78.1142019,11.37381936,21.13430277,0.060094436
39.28487735,66.48085596,11.46370039,31.76185583,0.0910271
19.52442382,43.68575061,5.934823577,35.12589848,0.052116503
36.35962733,85.48661159,10.38576945,28.26625123,0.073391692
27.30694641,83.85452999,7.464596041,28.40465266,0.053007314
21.18077686,34.65438796,11.34019782,21.76564997,0.061706694
36.76874753,22.75923096,7.600994181,24.03881729,0.045679728
26.13263138,71.89160958,9.954429739,23.09350606,0.057470671
27.87043385,77.93271829,7.735739273,29.63375537,0.057309751
23.98083423,87.75051962,5.822406046,30.58511082,0.044519734
29.82377129,82.28854759,5.594801032,38.97880263,0.054519661
19.08809681,62.03743377,7.403449554,21.46463009,0.039728077
24.77703842,57.10366374,10.04395726,31.99735946,0.080345028
39.23530806,21.94887359,8.840571881,30.52997055,0.0674756
21.45333582,37.26595128,9.509034319,30.32466196,0.072089563
31.41841661,52.17303262,6.258610806,37.46318575,0.058616875
23.12975161,63.99527301,7.851482768,24.11076941,0.047326323
34.33682814,59.00762833,4.35516212,20.81546549,0.022663682
18.27184152,71.98451928,10.54025933,33.44543015,0.088130877
39.24552613,39.58368516,11.9191373,26.90314928,0.080165583
26.34473853,59.54668254,7.255032501,20.35179832,0.03691324
20.90126158,26.16995704,4.087709225,25.02748015,0.025576265
16.83741868,48.95658665,5.358341116,26.18653548,0.035079097
19.24394763,72.51125831,9.220215022,32.33676754,0.074537987
27.99434871,68.53805974,8.896634546,23.45171588,0.052160336
23.42507941,89.3449916,10.30291776,28.26108696,0.072792914
35.72208415,39.45237882,6.031072088,29.64950889,0.044704581
25.77218809,54.87325094,10.10905532,29.18474783,0.073757558
21.21785681,43.06712896,9.503872172,39.47881533,0.093800404
30.42862467,50.84221798,6.582515982,20.91008476,0.034410242
32.66943042,79.98650909,8.363905184,39.01936373,0.081588565
19.1760477,67.89463526,5.178190468,31.63874428,0.040957861
19.19048041,81.77088339,7.620516027,35.9145543,0.068421859
15.91678567,34.24577758,11.04957872,28.60785236,0.079026179
33.41005038,81.13527825,7.369531039,29.07675763,0.053570517
31.59511319,24.18335919,10.71653365,37.58652998,0.100699328
26.86577189,82.20194963,8.722026922,37.91868993,0.082681959
36.10426122,43.03516456,5.535013705,24.77377763,0.0342808
35.14175382,42.02113434,8.648849958,23.98483757,0.051860315
29.63385911,55.84620037,8.047866633,29.92470348,0.060207506
36.70678201,85.84831314,7.189130682,38.00554054,0.068306699
20.14603025,23.34469553,4.957043516,26.44710187,0.032774859
17.79799048,44.65616825,7.333669311,33.04029231,0.060576644
21.74374029,79.96003921,4.58209901,34.16303375,0.039134601
16.4271714,47.72381342,4.790152411,35.5734933,0.042600614
28.2792382,33.94098283,7.327332263,31.27848916,0.057296971
38.41514231,49.73559269,6.443051856,28.04910357,0.045180457
15.98358852,46.9886751,11.40435461,39.34031978,0.112162739
18.05274785,84.0791341,7.005646443,32.22661507,0.056442068
26.30497571,73.3354063,10.06286498,34.57130423,0.086971592
38.34687544,55.3580889,8.241980211,26.89965691,0.05542661
22.90390262,89.18593967,9.632685349,33.39898362,0.080430475
27.68087022,52.56942719,6.080927864,25.15595324,0.038242884
16.03932148,24.07664816,11.53523978,24.90193835,0.071812457
18.70858002,38.35920253,8.240707975,34.29444404,0.070652625
39.66575307,50.52493362,10.65059257,30.42789473,0.081018777
39.12796741,30.98318369,6.920365548,33.66553221,0.058244447
15.12349952,86.32955884,4.801690792,25.38876981,0.030477256
38.79529464,73.67942285,9.389693182,31.97446682,0.075057608
30.97799845,38.78010403,4.062077187,28.87867299,0.02932685
36.69795736,61.35631735,7.802343813,31.93920574,0.062300166
26.36849639,70.501441,5.542415221,25.81759464,0.035772957
27.88990071,85.88952502,9.019004035,34.30901927,0.077358296
27.22116451,81.71447444,11.83535899,36.11858732,0.106869112
31.67160644,56.06345583,7.715223251,25.19832948,0.048602684
18.49128137,74.22568339,10.53998605,26.0124112,0.068542613
15.74933975,59.35013277,8.062273496,33.22308539,0.0669634
22.69824854,58.6892723,7.966720249,33.91170349,0.067541264
32.61701907,28.03193708,11.44338795,34.08199369,0.097503369
20.0463363,28.82963606,11.11972695,33.6539701,0.09355574
31.83581083,57.06735305,10.28640372,27.85615434,0.071634912
39.24780115,38.82030815,6.370046027,27.89707349,0.044426411
17.34751789,21.47258317,8.360067326,25.09635247,0.052451799
31.81505296,70.59874427,5.791177866,23.136674,0.033497149
26.09375548,22.27406177,7.551333584,33.85154759,0.063906082
36.70355636,61.66937888,7.873704526,21.86377572,0.043037227
19.42874474,57.74356559,10.65312032,38.75584574,0.103217672
32.31564881,87.81702834,11.16822692,36.53372607,0.102004236
35.95288224,53.89491975,7.316960499,37.1501148,0.067956481
38.61535549,24.45210055,4.141635561,38.13337629,0.039483637
32.08120071,58.61815775,10.89419072,28.17209941,0.076728056
27.4293691,78.87673194,5.394229428,36.93401447,0.049807637
30.44618101,89.7794499,8.975055711,23.16122601,0.051968323
36.72262461,50.12402216,4.199767203,20.43283589,0.021453289
29.26524367,42.42091197,7.196051802,35.69782789,0.064220855
15.75967649,83.46573079,11.88768242,21.49593296,0.063884206
38.27371739,33.38694904,4.805548809,39.77049335,0.047779762
32.23816878,63.08002405,7.389545216,33.49592859,0.06187992
31.91283464,48.40000969,6.457199602,35.0689942,0.056611874
20.39187881,22.87576555,11.24070499,24.91607713,0.070018568
31.47213676,44.3101932,10.95472086,33.47730788,0.091683641
24.84661014,38.56599658,5.901590082,20.86439875,0.030783282
31.28082443,68.02638078,4.649502296,36.7565144,0.042724875
17.66482576,86.41533484,9.017107152,23.39248186,0.052733129
31.44613262,38.76330312,6.690949695,33.94716134,0.056784687
39.98534314,76.80261574,9.376675125,24.48961002,0.057407779
16.20530097,23.87518719,4.256958049,21.36906339,0.022741802
39.42935461,57.6684707,5.067193881,29.62987357,0.037535079
25.17269902,24.93850446,9.490977862,23.38572421,0.055488348
36.76883626,85.38230938,5.698965242,34.58887977,0.049280206
34.5596371,73.64458964,10.86070141,24.75131687,0.067204165
29.17540652,66.05649378,4.468727102,26.84945112,0.029995717
33.46123023,77.67274671,5.723855862,31.34878503,0.044858982
36.96288903,65.32638569,11.98848199,25.69936555,0.077024095
25.10350804,87.8261078,7.464608821,27.55976232,0.051430711
23.17582904,69.97705635,9.623725308,36.31243542,0.087365226
31.68983464,84.72610267,5.461304391,23.58419699,0.03220012
35.19614855,56.19923244,8.87894988,21.64403179,0.048044068
34.05712837,28.19450891,9.808848547,26.5671557,0.065148302
34.94534122,56.9724405,6.515813087,28.48753534,0.046404864
25.88958287,28.88109796,10.6311769,30.85318564,0.082001419
35.4458554,61.47454354,8.827340628,27.44847392,0.060574257
18.00522638,53.77451424,7.112984077,35.798234,0.063658067
28.61222745,63.58027785,8.461139147,20.78638975,0.043969134
15.14396651,20.70328867,8.614086779,28.63535076,0.061666849
23.11464575,33.63883442,5.324282342,27.64511829,0.036797604
24.16153837,54.39313023,7.221858959,32.95156982,0.059492897
24.90431729,86.53524931,6.747444704,39.32552504,0.066336701
32.38668017,46.85263282,7.207221781,30.20750813,0.054428053
24.71395253,49.70604182,10.08888471,39.73753694,0.100226857
26.21734057,70.02872623,7.86030726,26.0449879,0.051180402
20.93860327,62.26549301,11.52252923,20.61736265,0.059391041
24.33129479,40.92483051,6.349411307,23.31326335,0.037006374
20.68174068,48.75714769,7.325628626,27.9024977,0.051100834
16.82989809,35.23898592,10.29565448,26.32667818,0.067762596
30.08621483,87.62150214,8.368196747,21.94108262,0.045901824
31.70531996,29.14440671,8.376225171,28.65320215,0.060001418
30.48725865,46.02857492,4.426721304,26.76231543,0.029617328
26.5873511,21.80872806,7.188797302,22.45238441,0.04035141
24.4946445,35.52456444,6.165869859,25.92234261,0.039958448
36.58334124,74.63297969,11.99468098,37.72872111,0.113135993
27.97704463,34.08226626,6.466840565,26.04097731,0.042100712
26.97954694,25.60443818,11.07597228,34.27910846,0.094918614
15.64105165,53.21172259,9.40986988,32.24094159,0.075845766
23.53119569,20.69784643,6.727331274,28.54362325,0.048005602
24.50489047,25.93363081,8.348275027,24.78051274,0.051718634
24.97056952,76.53381087,10.72428704,27.38029399,0.073408533
29.50430923,74.00313414,11.06694638,31.84214427,0.088098826
28.34006367,84.05971743,5.283151,27.01506429,0.035681166
30.19762732,79.81608051,6.71658513,24.29792867,0.040799777
34.12208154,67.82228943,6.681785442,22.32925498,0.037299823
35.32464347,23.66330001,4.336358369,37.59533876,0.040756715
32.95307691,74.79940326,8.785902079,28.80625952,0.063272244
38.8880924,79.18575676,10.83856042,32.50416643,0.088074593
15.45581457,75.9357502,7.052595103,29.80820722,0.052556304
19.89444964,55.59353247,9.92028756,37.45133037,0.092881992
15.18907187,36.30312871,9.021603309,30.93869705,0.069779163
31.18686785,79.1730983,7.005189884,29.61562836,0.051865775
37.45076372,70.90139668,5.128478396,38.49201981,0.049351373
21.08705741,88.65328221,9.674590822,34.39379192,0.083186466
38.17586362,30.89848184,10.83652135,22.23099815,0.060226672
16.50668476,35.79652081,9.486835939,23.55408922,0.055863445
38.36090067,34.82587049,4.143027872,35.74245726,0.037020499
23.79056718,75.47778373,5.729863155,36.71702642,0.052595884
17.53552071,33.08351075,4.555839879,30.90381658,0.03519821
27.14679398,24.66618809,8.563088797,31.08910456,0.066554691
21.41941419,89.89925646,10.05182143,32.63865926,0.082019494
22.12182255,21.7372048,4.884633497,28.78231549,0.035147766
22.68224912,78.46708421,10.70670256,33.60398247,0.089946961
35.07564745,45.57567891,8.444071827,22.16962515,0.046800477
28.47903192,78.91308218,9.519752097,39.22558485,0.093354461
22.78269248,58.82343438,11.77121479,35.00309648,0.103007242
30.25834458,83.11418606,4.669447906,32.62348408,0.038083415
32.90376686,84.83350905,11.20979218,26.32644114,0.073778484
21.81560002,20.63687269,5.008821568,23.21910975,0.029075094
25.33872754,25.27885232,7.143670453,28.18685928,0.050339408
18.04715233,37.52511107,10.81150957,33.23153481,0.089820764
19.52873374,66.85207915,11.25003389,32.67419487,0.09189645
32.02794635,82.17905376,8.050973388,27.6528231,0.055658036
19.53595869,52.19593659,8.752837106,32.26572788,0.070604165
28.12908459,62.48811814,9.665178677,36.27496591,0.087651007
32.72615654,33.1949897,10.66206935,20.52569545,0.054711597
17.67192308,76.34767837,4.972089356,29.01242096,0.036063087
29.18280549,87.71296779,10.48055447,35.17110457,0.092153169
21.41406959,38.8019253,7.850209204,30.92288941,0.060687788
39.07317188,54.63781661,7.604987401,33.02952176,0.062797274
27.08864117,26.02812774,7.391198016,30.33352785,0.056050278
35.14981374,59.13956595,8.073692682,39.83749089,0.080408915
28.75566355,55.19484093,11.56040443,21.09243073,0.060959257
16.08531332,30.11055389,8.385630182,29.82089644,0.062516752
30.82878439,50.94463492,11.62542031,21.82833098,0.063440881
38.78508356,43.38732565,5.442321045,23.19571124,0.031559627
30.0402955,56.52816127,9.793087831,27.66076701,0.06772108
35.47972149,60.99580348,10.49791631,23.11080183,0.060653816
37.10516158,20.5946905,9.433030651,39.27374332,0.092617606
20.7019943,73.27041881,8.855378242,38.93579553,0.086197799
20.301121,69.91100043,8.518502249,26.72219292,0.056908265
30.27452472,45.64004703,10.88744386,32.79495424,0.089263306
25.27571175,23.70551549,10.57317278,30.67506641,0.081083194
35.99653257,72.84527778,4.978309769,36.31173961,0.045192772
37.50057808,86.86226123,10.78870126,32.5489122,0.087790122
23.83553448,36.81061172,7.312548956,20.00504909,0.036571975
20.92176397,42.64672296,6.02957464,35.26348771,0.053155958
34.51313788,32.86690226,10.95814854,34.93696243,0.095711106
21.87015089,60.38552863,7.456198397,30.19445411,0.05628396
35.56535796,30.83889763,10.46691752,38.05837946,0.09958848
25.59345634,44.93357604,6.107228896,38.16892411,0.058276589
31.68874748,68.79091098,4.031434571,30.47823353,0.030717751
17.38838285,59.20811881,7.963673543,32.15976462,0.064027467
30.59648312,47.0523795,4.801826053,39.93044144,0.047934759
26.29419197,49.41747213,10.03500764,25.9764047,0.065168355
29.66521158,59.34776178,6.208601089,26.49234485,0.0411201
19.20035519,20.41053095,7.549165173,23.65547805,0.044644778
33.42184362,25.49569079,4.696268521,37.91733878,0.044517501
36.56992694,81.68806474,6.293273988,34.8897678,0.054892717
20.418495,25.45152924,10.25192195,22.11285698,0.056674821
17.39286389,69.47625173,5.212703295,39.63534702,0.051651826
15.59096465,84.40267149,9.177276489,34.61923416,0.079427571
31.04928751,38.9478523,11.33940682,37.01044219,0.104919115
30.1773509,45.93440059,9.438694078,20.96301578,0.049465873
